employee_id,name,department_id,role,work_mode,hours_per_week,productivity_score,years_of_experience
E1566,Brandy Forbes,1,Analyst,Remote,59.1,8.41,13.6
E1567,Brianna Fitzpatrick,2,Lead,Onsite,42.0,7.68,1.6
E1568,Emily Grant,4,Intern,Hybrid,55.7,9.43,14.7
E1569,Bailey Stewart,3,Lead,Remote,51.4,9.22,17.5
E1570,Monica Cannon,6,Lead,Remote,33.8,8.78,6.0
E1571,Jennifer Jenkins,6,Lead,Onsite,35.0,6.68,2.3
E1572,Timothy Shannon,6,Lead,Remote,37.3,5.02,18.9
E1573,Denise Maxwell,6,Manager,Remote,43.0,8.29,3.2
E1574,Cody Farmer,3,Intern,Onsite,36.6,5.55,9.5
E1575,Debra Bradley,6,Manager,Hybrid,34.1,7.21,14.5
E1576,David Mcdaniel,1,Analyst,Remote,58.0,8.6,12.0
E1577,Michael Woods,6,Analyst,Onsite,57.3,8.46,14.5
E1578,Lisa Joseph,6,Lead,Onsite,54.3,5.34,2.3
E1579,Samuel Henry,1,Manager,Remote,40.2,7.55,3.8
E1580,Corey Johnson,1,Lead,Onsite,33.8,5.88,7.6
E1581,Alexis Nelson,6,Manager,Onsite,31.9,7.21,16.9
E1582,Patrick Mcneil,4,Analyst,Onsite,53.9,9.6,2.5
E1583,Andrea Ho,6,Lead,Hybrid,36.7,6.37,10.8
E1584,Dr. Katherine Nguyen,4,Analyst,Remote,54.5,5.78,4.4
E1585,David Sullivan,6,Intern,Remote,48.0,4.88,13.3
E1586,Nicolas James,6,Manager,Hybrid,39.6,7.01,13.8
E1587,Logan Newton,3,Lead,Onsite,48.9,5.29,5.8
E1588,Kelly Liu,4,Manager,Onsite,34.6,8.3,17.0
E1589,Kelly Hayes,2,Manager,Remote,55.7,8.36,6.0
E1590,Amanda Forbes,6,Executive,Remote,46.4,6.02,13.6
E1591,Jennifer Moss,3,Intern,Onsite,32.2,8.36,5.6
E1592,Kelli Mccoy,2,Lead,Onsite,32.9,5.94,15.8
E1593,Eddie Sanders,1,Analyst,Onsite,49.6,7.46,8.8
E1594,Ronald Murray,4,Analyst,Remote,36.3,8.83,3.9
E1595,Louis Brown,6,Manager,Onsite,51.8,7.45,13.6
E1596,Brenda Gallegos,2,Intern,Onsite,50.4,5.01,1.1
E1597,Nathan Wilson,3,Intern,Remote,58.4,4.7,10.3
E1598,Teresa Horton,3,Lead,Onsite,59.1,7.76,8.1
E1599,Jason Hayes,1,Manager,Remote,41.9,5.82,11.9
E1600,Kevin Marquez,2,Intern,Hybrid,59.7,8.02,1.8
E1601,Jesse Wright,4,Intern,Onsite,49.0,6.67,0.2
E1602,Susan Hogan,1,Manager,Remote,44.7,8.01,10.2
E1603,Becky Wilson,1,Lead,Hybrid,59.6,6.88,13.9
E1604,Jack Mills,1,Lead,Remote,41.5,10.0,14.1
E1605,Richard Hunt,3,Lead,Remote,33.0,4.38,18.2
E1606,Jamie James,5,Executive,Onsite,54.4,4.12,11.1
E1607,Susan Cunningham,5,Lead,Onsite,31.9,9.02,10.8
E1608,Brittany Melton,6,Manager,Remote,59.0,9.39,3.6
E1609,Michael Barnes,5,Executive,Remote,46.6,8.8,2.5
E1610,Randy Griffin,2,Lead,Remote,49.6,4.53,5.1
E1611,Autumn Anderson,1,Manager,Remote,45.2,6.18,10.9
E1612,Marcus King,4,Manager,Remote,39.0,9.68,10.4
E1613,Scott Stephens,3,Lead,Onsite,34.2,6.94,6.3
E1614,Stephen Young,3,Lead,Hybrid,45.3,8.13,13.3
E1615,Karen Ortiz,1,Executive,Remote,35.6,5.8,16.7
E1616,Kyle Sanchez,2,Lead,Hybrid,36.5,6.15,2.6
E1617,Lisa Grant,5,Intern,Remote,46.5,5.56,13.0
E1618,Amber Hernandez,2,Intern,Onsite,32.5,5.53,8.5
E1619,Amanda Nash,6,Executive,Hybrid,36.1,7.78,5.4
E1620,Sara Evans,6,Executive,Hybrid,41.2,7.94,16.4
E1621,Amber Butler,5,Executive,Onsite,54.6,5.9,15.8
E1622,Michael Carr,4,Manager,Hybrid,37.4,5.62,10.6
E1623,Linda Cobb,6,Lead,Onsite,32.0,7.84,7.3
E1624,Jesse Riley,3,Analyst,Remote,56.1,5.35,0.2
E1625,Anna Evans,4,Executive,Onsite,58.6,8.7,2.5
E1626,James Jones,5,Analyst,Hybrid,54.6,6.94,10.6
E1627,Joshua Carter,6,Lead,Onsite,46.5,7.64,17.9
E1628,Michael Hill,2,Analyst,Onsite,35.4,8.84,13.6
E1629,Kelly Dominguez,5,Lead,Hybrid,56.5,6.42,11.8
E1630,Ashley Blair,3,Manager,Hybrid,45.4,4.93,2.5
E1631,Victoria Webb,4,Lead,Hybrid,38.0,9.51,12.8
E1632,Taylor Andersen,3,Executive,Hybrid,48.3,8.24,3.7
E1633,Lee Stewart,3,Intern,Hybrid,38.6,9.72,10.4
E1634,Whitney Gomez,6,Executive,Onsite,49.1,4.52,6.1
E1635,Justin Stone,3,Manager,Hybrid,32.4,8.38,18.9
E1636,Katherine White,2,Lead,Remote,32.5,5.72,18.6
E1637,Michelle Krause,1,Intern,Hybrid,45.3,8.38,9.6
E1638,Alexander Garrett,5,Lead,Hybrid,33.7,4.08,3.8
E1639,Ryan Marsh,6,Manager,Hybrid,42.7,7.21,6.9
E1640,Mrs. Felicia Castro DDS,6,Lead,Hybrid,48.3,7.64,19.3
E1641,Curtis Campbell,6,Lead,Remote,35.2,6.2,2.7
E1642,Elizabeth Hunter,3,Manager,Onsite,44.9,5.02,19.4
E1643,Aaron Jennings,3,Executive,Hybrid,55.5,9.15,5.8
E1644,Nathaniel Gilbert,4,Analyst,Onsite,36.4,8.43,11.4
E1645,Christopher Rivera,2,Analyst,Hybrid,45.5,9.36,18.7
E1646,Michael Hendricks,5,Intern,Remote,40.7,7.69,6.6
E1647,Maria Olson,3,Manager,Remote,40.5,8.33,8.0
E1648,Stephanie Herrera,1,Manager,Onsite,44.8,4.51,10.3
E1649,Richard Gutierrez,2,Intern,Remote,57.4,4.04,15.4
E1650,Sandy Evans,3,Executive,Onsite,41.9,5.8,8.6
E1651,Emily Herrera,2,Lead,Onsite,33.3,6.63,16.8
E1652,Michael Marsh,2,Executive,Onsite,52.4,4.03,17.7
E1653,Heather Montes,6,Executive,Remote,35.7,4.24,7.9
E1654,Andre Terrell,6,Analyst,Remote,34.8,5.19,9.6
E1655,Sarah Duncan,6,Analyst,Remote,42.6,7.3,16.0
E1656,Kurt Hancock,6,Executive,Onsite,52.5,8.68,8.0
E1657,Michele Edwards,6,Intern,Remote,33.3,4.65,0.4
E1658,Jason Crawford,2,Analyst,Hybrid,30.4,8.11,1.0
E1659,Jesse Sampson,3,Intern,Hybrid,52.1,6.61,5.8
E1660,Eric Rodriguez,4,Manager,Onsite,37.4,4.91,10.2
E1661,Paula Gentry,2,Analyst,Remote,55.9,9.97,4.9
E1662,Alexander Webb,4,Executive,Onsite,51.2,8.86,14.0
E1663,Cheryl Mclean,5,Lead,Remote,35.7,9.13,12.6
E1664,Kelly Rowe,2,Executive,Remote,34.0,4.23,19.8
E1665,Shane Short,2,Intern,Remote,48.5,4.55,1.0
E1666,Megan Anderson,4,Lead,Onsite,51.0,9.88,4.4
E1667,Julia Reeves,4,Intern,Remote,45.3,7.86,6.1
E1668,April Randolph,3,Analyst,Onsite,58.3,8.27,4.9
E1669,Linda Miller,1,Executive,Remote,30.0,7.96,6.4
E1670,Angel Meyer,3,Intern,Onsite,57.3,4.6,3.7
E1671,Emily Lane,4,Analyst,Onsite,39.1,4.58,0.3
E1672,Steven Flores,5,Executive,Onsite,40.8,8.86,14.9
E1673,Donald Flores,5,Lead,Hybrid,41.1,7.9,4.2
E1674,Bruce Hernandez,4,Manager,Remote,33.9,8.46,2.4
E1675,Adrian Dean,5,Executive,Remote,51.1,9.55,1.5
E1676,Christine Bell,5,Lead,Onsite,39.0,6.85,15.2
E1677,Charles Bush,5,Executive,Remote,33.8,6.51,14.2
E1678,David Jones,5,Analyst,Onsite,43.5,8.3,18.2
E1679,Gina Wallace,1,Intern,Onsite,45.7,9.71,15.8
E1680,John Lowe,2,Lead,Onsite,50.9,4.77,0.9
E1681,Anthony Simmons,5,Manager,Hybrid,35.7,8.89,9.9
E1682,Kyle Watkins,5,Lead,Remote,35.0,8.5,7.7
E1683,Melissa Jensen,4,Intern,Hybrid,38.1,5.1,3.2
E1684,Robert Marquez,2,Lead,Hybrid,30.3,9.57,10.3
E1685,Kim Beltran,5,Lead,Onsite,39.1,5.32,14.2
E1686,Julie Anderson,5,Manager,Remote,36.7,7.2,5.8
E1687,Tamara Mcdonald,6,Executive,Onsite,57.8,5.62,15.8
E1688,Michael Mckinney,6,Executive,Remote,46.0,4.01,6.9
E1689,David Walker,5,Analyst,Onsite,32.5,8.23,11.0
E1690,Lisa Durham,6,Executive,Onsite,57.0,5.77,19.7
E1691,Michael Ortega,6,Manager,Onsite,36.6,9.79,3.5
E1692,Sonya Chavez,1,Lead,Hybrid,59.4,8.67,15.6
E1693,John Bell,1,Intern,Hybrid,37.7,7.76,12.1
E1694,Christopher Tate,2,Intern,Remote,39.7,5.22,12.6
E1695,Bethany Garcia,4,Executive,Onsite,37.0,8.36,7.4
E1696,Rebecca Nguyen,4,Manager,Onsite,35.4,5.11,17.2
E1697,Rebecca Patel,2,Lead,Onsite,58.3,5.08,5.6
E1698,Jason Oliver,3,Executive,Remote,54.5,8.12,3.8
E1699,Valerie Reyes,2,Manager,Onsite,37.4,9.45,19.4
E1700,Robert Garza,1,Lead,Remote,51.8,8.85,12.1
E1701,Jessica Cobb,4,Intern,Remote,33.3,4.08,16.6
E1702,Cynthia Bates,1,Executive,Remote,53.1,5.61,18.8
E1703,Timothy Andrews,5,Manager,Remote,58.7,4.64,14.7
E1704,Mr. Joel Peters,3,Manager,Remote,34.2,8.56,17.8
E1705,Casey Blanchard,2,Analyst,Onsite,44.4,5.46,10.9
E1706,Brian Cervantes,3,Lead,Remote,30.6,4.27,10.9
E1707,Jamie Snyder,1,Lead,Onsite,34.3,9.47,0.5
E1708,Ann Montoya,4,Intern,Remote,40.6,5.72,18.4
E1709,Stephanie Fields,6,Intern,Hybrid,56.5,8.94,2.2
E1710,Charles Hernandez,2,Manager,Remote,33.1,9.74,7.1
E1711,Jean Lane,5,Analyst,Remote,40.8,9.55,1.7
E1712,Michael Stewart,1,Lead,Remote,35.3,7.18,12.0
E1713,Susan Torres,6,Intern,Remote,56.8,8.12,12.5
E1714,Jessica Haas,3,Analyst,Remote,38.1,7.0,7.4
E1715,Brandon Smith,3,Manager,Remote,55.9,9.87,15.6
E1716,Mrs. Bethany Phillips,2,Analyst,Remote,41.7,8.33,15.7
E1717,Joshua Brown,4,Manager,Remote,47.3,9.76,5.6
E1718,Samantha Howard,1,Analyst,Remote,35.5,6.31,6.4
E1719,Sharon Young,4,Intern,Hybrid,59.2,7.61,12.7
E1720,Jennifer Flores,2,Executive,Onsite,42.6,6.98,10.7
E1721,James Gardner,5,Lead,Remote,41.5,7.49,8.4
E1722,Karen Lopez,5,Executive,Hybrid,32.6,6.17,4.1
E1723,Tim Larsen,1,Analyst,Hybrid,44.2,4.8,2.2
E1724,Zachary Santiago,3,Analyst,Remote,38.8,4.86,17.1
E1725,Benjamin Smith,4,Executive,Remote,54.8,4.34,2.8
E1726,Katelyn Kim,6,Executive,Onsite,52.0,8.18,8.5
E1727,Angela May MD,1,Manager,Hybrid,47.4,6.86,11.9
E1728,Richard Munoz,2,Manager,Remote,41.0,4.47,1.5
E1729,Christopher Hicks,5,Intern,Remote,53.0,6.82,2.8
E1730,Joanna Kelly,5,Analyst,Onsite,42.3,6.02,15.6
E1731,Larry Lane,6,Manager,Onsite,33.3,4.36,12.8
E1732,Cynthia Shaw,5,Executive,Hybrid,34.8,6.38,8.5
E1733,Joshua Richardson,4,Lead,Hybrid,54.9,9.51,10.0
E1734,Laura Bush,6,Executive,Onsite,57.9,5.63,1.8
E1735,John Vaughn,4,Executive,Hybrid,36.4,7.71,4.4
E1736,Nicholas Terrell,2,Lead,Hybrid,55.3,8.9,9.4
E1737,Dr. Julie Miller,3,Intern,Onsite,34.9,8.82,12.9
E1738,Ann Kennedy,2,Analyst,Remote,33.1,6.18,15.6
E1739,Toni Miller,3,Manager,Remote,38.5,7.25,1.3
E1740,Rebecca Edwards,5,Manager,Onsite,35.6,5.21,18.6
E1741,Greg Osborne,2,Analyst,Remote,59.3,7.39,11.3
E1742,Jose Harrison,4,Manager,Remote,39.4,9.66,0.2
E1743,Jennifer Yu,3,Analyst,Onsite,45.0,5.89,7.8
E1744,Donna Johnson,3,Executive,Hybrid,50.2,5.99,17.9
E1745,Nicole Acosta,5,Manager,Hybrid,54.2,4.9,11.7
E1746,Amy Kennedy,4,Intern,Hybrid,56.1,4.22,3.2
E1747,Anthony Mooney,6,Intern,Remote,56.6,4.56,14.4
E1748,Lori Mitchell,2,Executive,Hybrid,34.8,9.78,10.3
E1749,Jonathan York,6,Lead,Hybrid,45.7,8.61,8.9
E1750,Casey Campbell,2,Analyst,Onsite,40.8,9.14,8.6
E1751,Alexis Rodriguez,6,Intern,Remote,36.3,7.66,1.5
E1752,Kevin Hernandez,2,Lead,Hybrid,59.8,4.58,0.3
E1753,Robert Green,3,Lead,Remote,45.0,6.73,3.4
E1754,Kari Lloyd,3,Executive,Remote,38.4,6.18,1.8
E1755,Grace Miller,2,Intern,Onsite,59.6,9.87,15.3
E1756,Timothy Moore,4,Executive,Remote,59.2,6.93,7.3
E1757,Wyatt Townsend II,3,Intern,Onsite,55.7,9.5,2.6
E1758,Mark Clark,3,Lead,Hybrid,58.6,6.24,13.6
E1759,Haley May,5,Intern,Onsite,56.3,9.95,0.9
E1760,Audrey Jackson,6,Manager,Hybrid,53.7,8.2,11.2
E1761,Eric Reese,2,Manager,Onsite,41.3,7.42,17.1
E1762,Kim James,2,Intern,Onsite,50.1,6.09,9.4
E1763,Karen Thomas,5,Intern,Remote,32.6,8.39,18.3
E1764,Alexandra Ho,4,Intern,Remote,42.0,4.39,6.8
E1765,Michael Nixon,5,Intern,Remote,51.1,6.86,5.6
E1766,Amanda Hardin,1,Lead,Remote,58.5,4.87,4.3
E1767,Tina Reynolds,5,Manager,Hybrid,53.2,4.37,16.2
E1768,Shannon Rogers,4,Intern,Remote,31.6,9.21,19.1
E1769,Brett Pena,6,Intern,Onsite,37.6,5.06,2.8
E1770,Raymond Curry,3,Intern,Remote,39.0,8.27,17.4
E1771,Leah Lee,5,Executive,Hybrid,56.8,5.1,1.1
E1772,Michael White,4,Analyst,Onsite,34.9,6.1,8.4
E1773,Megan Decker,4,Lead,Hybrid,53.5,9.79,8.7
E1774,Brent Garcia,6,Lead,Onsite,54.7,7.37,17.9
E1775,Daniel Campbell,2,Manager,Hybrid,50.0,7.7,6.5
E1776,Alexander Davis,6,Analyst,Remote,34.5,6.75,2.9
E1777,Mary Houston,3,Manager,Hybrid,42.2,7.12,0.1
E1778,Margaret Erickson,4,Executive,Hybrid,43.5,9.82,1.9
E1779,Scott Anderson,2,Executive,Onsite,50.9,8.65,12.0
E1780,Stephanie Knight,2,Analyst,Remote,58.6,9.83,11.5
E1781,Stephanie Dominguez,1,Analyst,Onsite,30.5,9.38,10.0
E1782,John Mayer,1,Intern,Hybrid,60.0,6.48,7.0
E1783,Tammy Hill,5,Intern,Hybrid,59.2,6.01,18.5
E1784,Steven Carrillo,4,Intern,Onsite,35.3,7.57,10.9
E1785,Christopher Jones,4,Analyst,Hybrid,50.7,6.62,5.7
E1786,Janet Cook,5,Manager,Remote,54.2,4.62,13.0
E1787,Tyler Baker,5,Intern,Remote,44.9,8.51,18.5
E1788,John Mcfarland,1,Intern,Hybrid,47.4,4.2,5.8
E1789,Cassandra Vasquez,4,Executive,Remote,53.3,7.31,2.3
E1790,Randy Robinson,4,Manager,Onsite,59.0,9.48,8.3
E1791,Susan Baldwin,6,Intern,Remote,58.2,8.69,10.2
E1792,Benjamin Duncan,3,Analyst,Onsite,55.2,8.77,8.3
E1793,Jeremy Mosley,2,Manager,Onsite,31.0,4.16,15.8
E1794,Martin Fitzpatrick,5,Lead,Onsite,40.1,9.75,19.9
E1795,Deborah Graves,2,Lead,Onsite,35.8,7.87,16.6
E1796,Laura Robertson,5,Intern,Remote,58.2,6.34,14.6
E1797,Katherine Graham,4,Analyst,Hybrid,34.8,5.39,14.2
E1798,Priscilla Floyd,2,Lead,Remote,48.9,8.71,16.9
E1799,April Finley,6,Analyst,Hybrid,34.8,5.93,1.9
E1800,Karen Bradley,1,Intern,Remote,48.9,7.56,0.6
E1801,Heather Maldonado,6,Lead,Remote,47.2,4.15,14.7
E1802,Mark Benjamin,4,Analyst,Remote,37.2,9.39,5.9
E1803,Joseph Woodward,5,Executive,Hybrid,53.4,8.72,15.4
E1804,Joe Miranda,6,Manager,Onsite,32.5,4.86,0.5
E1805,Cassandra Williams,5,Manager,Remote,43.8,7.58,2.1
E1806,Connor Dominguez,3,Analyst,Remote,32.8,6.97,7.2
E1807,Lydia Howard,2,Intern,Remote,44.7,4.13,1.5
E1808,Mark Moss,6,Manager,Remote,50.6,6.25,6.3
E1809,Corey Cortez,4,Executive,Remote,39.0,9.42,13.2
E1810,Katherine Brown,6,Lead,Remote,33.5,6.06,6.9
E1811,Elizabeth Ferguson,5,Lead,Hybrid,30.2,7.13,5.1
E1812,Joann Forbes,1,Executive,Hybrid,30.9,4.14,10.2
E1813,Anthony French,2,Executive,Onsite,33.4,5.3,6.6
E1814,Bruce Roman,2,Manager,Hybrid,50.7,4.76,5.5
E1815,Judy Gregory,2,Manager,Onsite,51.2,7.91,9.3
E1816,Brittany Riley,4,Intern,Hybrid,58.4,9.53,5.0
E1817,Amanda Thomas,2,Analyst,Onsite,33.1,8.76,11.8
E1818,Kaitlin Hardin,2,Executive,Hybrid,44.6,9.3,8.5
E1819,Michael Anderson,6,Analyst,Onsite,48.7,7.64,8.6
E1820,Anthony Parker,5,Analyst,Onsite,56.9,8.92,9.0
E1821,Joy Jackson,1,Lead,Onsite,47.6,5.76,16.5
E1822,Sabrina Rodriguez,6,Lead,Onsite,41.9,4.69,16.2
E1823,Robert Walker PhD,4,Executive,Onsite,37.4,5.29,7.4
E1824,Robert Hendrix,2,Analyst,Remote,30.3,8.13,14.3
E1825,Erika Daugherty,2,Intern,Hybrid,53.9,9.39,11.2
E1826,Brenda Copeland,4,Analyst,Hybrid,36.4,5.3,11.2
E1827,Pamela Watkins,6,Lead,Hybrid,32.2,9.36,8.4
E1828,Bryan Thomas,4,Analyst,Onsite,35.9,4.3,9.9
E1829,Michael Tran,1,Analyst,Onsite,33.6,6.72,12.0
E1830,Timothy Williams,5,Intern,Remote,47.3,5.71,12.9
E1831,Ryan Salazar,5,Manager,Onsite,38.5,9.05,8.1
E1832,Alexis Tucker,5,Lead,Remote,40.1,4.1,9.4
E1833,Christopher Davis,4,Analyst,Onsite,39.5,6.07,1.6
E1834,Stacie Butler,3,Intern,Hybrid,31.4,5.79,19.7
E1835,Patricia Schwartz,4,Manager,Onsite,58.1,4.62,4.5
E1836,Mark Mills,1,Executive,Remote,59.8,9.17,14.5
E1837,Todd Bishop,2,Executive,Remote,35.7,9.41,7.4
E1838,Christopher Porter,5,Manager,Hybrid,56.0,5.56,15.7
E1839,Lori Patton,1,Manager,Onsite,32.3,5.98,12.3
E1840,Aaron Young,4,Analyst,Hybrid,35.1,4.83,9.2
E1841,Joseph Davis,2,Analyst,Remote,52.6,9.33,19.3
E1842,Philip Fernandez,4,Intern,Hybrid,33.7,7.17,11.6
E1843,Randy Hopkins,6,Intern,Onsite,39.7,8.39,4.5
E1844,Cory Hogan,3,Analyst,Hybrid,32.5,7.35,17.5
E1845,Tracy Wells,6,Executive,Hybrid,32.3,9.83,1.2
E1846,Michael Williams,1,Executive,Onsite,54.6,5.13,2.1
E1847,Dominique Hamilton,2,Lead,Hybrid,45.4,5.88,18.9
E1848,Robert Chang,6,Intern,Hybrid,34.6,7.03,18.3
E1849,Patrick Buckley,2,Analyst,Onsite,59.3,9.21,10.3
E1850,Richard Washington,4,Executive,Remote,38.3,4.99,6.1
E1851,Steven Griffith,5,Manager,Remote,43.8,4.64,2.2
E1852,Erika Gonzalez,1,Intern,Remote,38.0,6.86,10.6
E1853,Erika Maxwell,3,Analyst,Remote,57.8,4.5,8.6
E1854,Brent Rojas,2,Intern,Hybrid,42.9,6.0,8.8
E1855,Jaime Walker,3,Manager,Remote,49.5,8.39,8.5
E1856,John Zamora,3,Executive,Onsite,35.3,5.66,12.1
E1857,Timothy Gibson,5,Intern,Remote,50.4,7.88,19.2
E1858,Chad Cortez,2,Manager,Remote,56.9,7.45,4.8
E1859,Vanessa Harris,5,Manager,Onsite,36.8,7.72,14.3
E1860,Michael Brown,4,Intern,Remote,36.6,8.94,13.8
E1861,Samuel Ellis,4,Executive,Remote,53.6,6.09,5.8
E1862,Greg Tanner,5,Analyst,Hybrid,30.1,5.11,18.2
E1863,Rachel Little,5,Intern,Hybrid,39.2,9.44,4.8
E1864,Carolyn Cordova,3,Manager,Remote,35.6,9.4,2.8
E1865,Angelica Vincent,1,Intern,Onsite,40.0,5.07,5.3
E1866,Zachary Vargas PhD,1,Executive,Hybrid,52.8,4.06,7.0
E1867,Nicholas Fitzgerald,4,Lead,Remote,44.6,5.49,2.2
E1868,Garrett Riley,1,Lead,Hybrid,59.7,9.01,10.5
E1869,Leslie Hernandez,2,Executive,Remote,33.0,8.82,6.7
E1870,Abigail Baird,4,Analyst,Hybrid,37.7,6.92,7.3
E1871,John Mack,1,Analyst,Onsite,51.3,9.35,15.5
E1872,Joseph Mendoza,5,Intern,Remote,38.1,7.12,12.8
E1873,Samantha Chavez,2,Intern,Remote,49.8,4.85,10.0
E1874,Justin Smith,2,Lead,Hybrid,50.9,6.58,4.1
E1875,Tiffany Anderson,1,Executive,Onsite,49.2,9.79,17.5
E1876,Matthew Davis,6,Lead,Onsite,59.6,9.26,3.5
E1877,Eric Warner,6,Analyst,Onsite,41.7,6.5,19.9
E1878,Nicole Johnson,3,Executive,Remote,47.4,8.21,16.7
E1879,Raymond Sawyer,1,Intern,Onsite,47.0,8.76,6.9
E1880,Richard Wood,1,Manager,Onsite,57.8,4.88,13.6
E1881,Mark Dalton,5,Analyst,Hybrid,46.7,4.98,9.7
E1882,Steven Cook,1,Analyst,Remote,43.6,5.3,16.5
E1883,Jeffery Nelson,1,Manager,Onsite,39.2,6.58,13.2
E1884,Kimberly Norton,1,Manager,Onsite,34.1,9.27,15.7
E1885,Angela Gilmore,5,Lead,Remote,58.6,8.28,2.9
E1886,Amy Dougherty,6,Executive,Onsite,47.6,4.48,4.4
E1887,Stacy Rodriguez,4,Analyst,Remote,54.4,7.82,8.5
E1888,Manuel Diaz,1,Analyst,Onsite,47.9,5.04,8.7
E1889,Justin Jones,3,Lead,Remote,50.5,5.2,2.7
E1890,Christine Zavala,5,Executive,Onsite,39.1,5.78,18.5
E1891,Brian Mendoza,4,Lead,Remote,41.3,9.26,8.7
E1892,Lauren Haley,2,Lead,Onsite,50.8,7.02,13.7
E1893,Patrick Perez,3,Intern,Onsite,42.8,6.52,8.2
E1894,Derek Frazier,1,Lead,Remote,58.7,6.53,15.1
E1895,Arthur Reed,5,Analyst,Remote,47.4,6.24,12.4
E1896,Mr. Bryan Mckinney,5,Analyst,Remote,52.7,6.36,8.1
E1897,Kim Carter,1,Intern,Hybrid,43.8,4.33,1.1
E1898,Rebecca Dougherty,6,Manager,Onsite,47.8,8.93,11.3
E1899,Teresa Jones,6,Analyst,Remote,33.6,7.51,10.2
E1900,Judith Miller,6,Manager,Hybrid,36.2,4.86,14.8
E1901,Donna Frye,4,Executive,Remote,56.9,7.84,3.1
E1902,Donald Terry,6,Analyst,Hybrid,59.7,4.04,9.7
E1903,Shaun Meyer DDS,6,Executive,Remote,32.0,4.92,17.6
E1904,Wayne Weaver,5,Manager,Remote,36.1,6.84,16.7
E1905,Gregory Wallace,4,Intern,Remote,57.8,5.8,9.7
E1906,Dorothy Brown,2,Executive,Hybrid,37.8,7.68,8.8
E1907,Crystal Meza,6,Lead,Remote,43.0,7.82,3.7
E1908,Jennifer Cooper,6,Executive,Remote,45.3,8.2,4.0
E1909,Erin Watkins,4,Analyst,Onsite,50.0,9.75,9.9
E1910,Sarah Wallace,6,Analyst,Onsite,41.6,8.8,9.3
E1911,Carlos Clarke,4,Executive,Remote,38.5,4.72,7.8
E1912,David Washington,5,Analyst,Remote,49.4,9.36,12.4
E1913,Patricia Williams,1,Analyst,Remote,44.0,8.34,5.5
E1914,Jesus Jackson,2,Analyst,Hybrid,55.7,7.02,7.0
E1915,Michelle Mitchell,6,Lead,Onsite,45.4,5.05,3.0
E1916,Sara Schwartz,6,Lead,Onsite,43.8,9.15,2.8
E1917,Brittany Young,6,Analyst,Onsite,32.0,9.04,9.7
E1918,Eugene Martinez,4,Lead,Hybrid,35.4,8.25,10.1
E1919,Cody Hart,6,Lead,Onsite,33.9,5.94,19.1
E1920,Evan Cooper,3,Lead,Hybrid,54.9,4.41,0.6
E1921,Joshua Martin,6,Executive,Remote,32.9,4.64,18.7
E1922,Thomas Sullivan,4,Analyst,Remote,59.4,8.85,14.7
E1923,Mr. Jimmy Flores Jr.,2,Manager,Remote,51.8,6.3,19.5
E1924,Vanessa Rivera,1,Manager,Hybrid,37.5,4.22,15.0
E1925,Kara Roberts,4,Analyst,Hybrid,48.9,4.18,3.5
E1926,Veronica Berry,1,Intern,Onsite,34.0,7.82,11.1
E1927,Keith Meadows,2,Analyst,Onsite,43.1,5.72,4.0
E1928,Michael Dennis,2,Intern,Hybrid,54.3,5.15,11.6
E1929,Brenda Pierce,6,Manager,Remote,31.0,4.84,0.1
E1930,James Randall,4,Lead,Hybrid,55.9,6.04,13.6
E1931,Brandon Brown,6,Lead,Onsite,35.7,5.24,16.6
E1932,Lauren Walker,5,Analyst,Onsite,48.6,7.35,2.8
E1933,Diana Johnson,1,Intern,Onsite,48.8,9.24,11.4
E1934,Jill Powers,2,Lead,Onsite,33.0,6.99,1.0
E1935,Jorge Lee,5,Analyst,Remote,36.7,9.64,18.4
E1936,Larry Harding,3,Intern,Hybrid,40.7,9.23,3.2
E1937,Heather Hernandez,3,Manager,Hybrid,47.3,9.12,18.6
E1938,Jaclyn Watson,5,Analyst,Onsite,48.6,7.28,17.8
E1939,Gregory Madden,5,Intern,Onsite,49.6,4.19,8.4
E1940,Anita Luna,2,Analyst,Remote,34.2,7.28,14.7
E1941,Willie Lara,6,Manager,Remote,44.8,8.83,11.3
E1942,Robert Waller,5,Manager,Onsite,59.4,9.7,12.0
E1943,Steven Taylor,5,Manager,Hybrid,44.4,4.78,14.5
E1944,Angelica Clark,1,Manager,Onsite,45.2,7.9,8.6
E1945,Sean Hatfield,3,Executive,Remote,57.9,4.16,15.6
E1946,Tyler Avila,2,Lead,Hybrid,55.8,8.09,14.8
E1947,Jason Rocha,5,Intern,Remote,41.6,6.26,2.5
E1948,Justin Page,6,Intern,Hybrid,34.1,6.63,17.9
E1949,Breanna Lopez,3,Analyst,Remote,40.3,9.51,4.8
E1950,Julian Williams,1,Lead,Remote,36.8,8.48,17.8
E1951,Sandra Torres,5,Lead,Remote,59.7,4.09,14.4
E1952,Julie Johnson,1,Manager,Remote,33.8,5.08,0.9
E1953,Dennis Blanchard,3,Lead,Hybrid,56.7,9.99,2.6
E1954,Kaitlyn Valdez,4,Intern,Hybrid,33.7,4.46,5.0
E1955,Jennifer Vasquez,5,Executive,Onsite,51.2,8.88,18.0
E1956,Danielle Wilson,2,Intern,Hybrid,39.1,6.2,11.0
E1957,Zachary Jones,6,Executive,Hybrid,56.8,5.91,10.8
E1958,Lauren Cunningham,1,Manager,Onsite,57.0,8.23,12.4
